,Time[sec],u[ft/s],v[ft/s],w[ft/s],p[rad/s],q[rad/s],r[rad/s],x[ft],y[ft],Altitude[ft],Bank_Angle[deg],Elevation_Angle[deg],Heading_Angle[deg],Gust_xf[ft/s],Gust_yf[ft/s],Gust_zf[ft/s]
597,29.85,13.94933501722,0.0,-0.0447595795115,0.0,0.01191777862005,0.0,410.0443933695,0.0,4747.894139222,0.0,-2.309528715543,0.0,-0.0,0.0,0.0
598,29.9,13.95914488753,0.0,-0.04707913321328,0.0,0.01301846115439,0.0,410.7416444019,0.0,4747.868532253,0.0,-2.273790140768,0.0,-0.0,0.0,0.0
599,29.95,13.96765043554,0.0,-0.04909766544661,0.0,0.01403220987142,0.0,411.4393739462,0.0,4747.843469283,0.0,-2.235021505725,0.0,-0.0,0.0,0.0
600,30.0,13.97480699926,0.0,-0.05080538750225,0.0,0.01495362922852,0.0,412.1375159221,0.0,4747.81897357,0.0,-2.193479727585,0.0,-0.0,0.0,-0.0
601,30.05,13.98057829383,0.0,-0.05219436266744,0.0,0.01577792632344,0.0,412.8360020391,0.0,4747.795064703,0.0,-2.149436322103,0.0,-0.0,0.0,-0.0
602,30.1,13.98493658474,0.0,-0.05325852740413,0.0,0.01650092853379,0.0,413.5347622285,0.0,4747.771758485,0.0,-2.103175651024,0.0,-0.0,0.0,-0.0
603,30.15,13.98786281125,0.0,-0.05399370410971,0.0,0.01711909749458,0.0,414.2337250848,0.0,4747.749066832,0.0,-2.054993124223,0.0,0.0,0.0,-0.0
604,30.2,13.9893466596,0.0,-0.05439760567086,0.0,0.01762953952812,0.0,414.932818314,0.0,4747.726997707,0.0,-2.005193366907,0.0,0.0,0.0,-0.0
605,30.25,13.98938658551,0.0,-0.05446983199588,0.0,0.01803001264657,0.0,415.631969186,0.0,4747.705555076,0.0,-1.954088361881,0.0,0.0,0.0,-0.0
606,30.3,13.98798978612,0.0,-0.05421185868299,0.0,0.01831893025061,0.0,416.3311049876,0.0,4747.6847389,0.0,-1.901995576511,0.0,0.0,0.0,-0.0
607,30.35,13.98517212141,0.0,-0.05362701795444,0.0,0.01849536164716,0.0,417.0301534742,0.0,4747.664545145,0.0,-1.849236083683,0.0,0.0,-0.0,-0.0
608,30.4,13.98095798569,0.0,-0.05272047195819,0.0,0.01855902950648,0.0,417.7290433162,0.0,4747.644965826,0.0,-1.796132685677,0.0,0.0,-0.0,-0.0
609,30.45,13.97538012961,0.0,-0.05149917851323,0.0,0.01851030437391,0.0,418.4277045378,0.0,4747.625989078,0.0,-1.743008049591,0.0,0.0,-0.0,-0.0
610,30.5,13.96847943384,0.0,-0.04997184935166,0.0,0.01835019634524,0.0,419.1260689463,0.0,4747.607599257,0.0,-1.690182862558,0.0,0.0,-0.0,-0.0
611,30.55,13.96030463548,0.0,-0.04814890089082,0.0,0.01808034400699,0.0,419.8240705462,0.0,4747.589777057,0.0,-1.637974014763,0.0,0.0,-0.0,0.0
612,30.6,13.95091200864,0.0,-0.04604239755487,0.0,0.01770300073495,0.0,420.5216459398,0.0,4747.572499666,0.0,-1.58669281795,0.0,0.0,-0.0,0.0
613,30.65,13.94036500084,0.0,-0.04366598765613,0.0,0.01722101843597,0.0,421.2187347079,0.0,4747.555740933,0.0,-1.536643266858,0.0,0.0,-0.0,0.0
614,30.7,13.92873382721,0.0,-0.04103483184445,0.0,0.01663782880986,0.0,421.91527977,0.0,4747.539471567,0.0,-1.488120350808,0.0,0.0,-0.0,0.0
615,30.75,13.9160950246,0.0,-0.03816552413833,0.0,0.01595742220098,0.0,422.6112277222,0.0,4747.52365935,0.0,-1.441408422439,0.0,0.0,-0.0,0.0
616,30.8,13.90253096803,0.0,-0.03507600556482,0.0,0.01518432410259,0.0,423.3065291493,0.0,4747.508269372,0.0,-1.396779630411,0.0,0.0,-0.0,0.0
617,30.85,13.88812935215,0.0,-0.03178547045751,0.0,0.01432356937195,0.0,424.0011389104,0.0,4747.493264281,0.0,-1.354492422703,0.0,0.0,-0.0,0.0
618,30.9,13.8729826406,0.0,-0.02831426549356,0.0,0.0133806742107,0.0,424.695016396,0.0,4747.478604549,0.0,-1.314790127007,0.0,0.0,-0.0,0.0
619,30.95,13.85718748635,0.0,-0.02468378159138,0.0,0.01236160596344,0.0,425.3881257543,0.0,4747.464248747,0.0,-1.27789961452,0.0,0.0,-0.0,0.0
620,31.0,13.84084412636,0.0,-0.02091633884181,0.0,0.01127275078803,0.0,426.0804360872,0.0,4747.450153833,0.0,-1.244030053328,0.0,0.0,-0.0,0.0
621,31.05,13.82405575422,0.0,-0.01703506470523,0.0,0.01012087925395,0.0,426.7719216128,0.0,4747.43627545,0.0,-1.213371757383,0.0,0.0,-0.0,-0.0
622,31.1,13.80692787429,0.0,-0.01306376577635,0.0,0.00891310993033,0.0,427.4625617957,0.0,4747.422568219,0.0,-1.186095136943,0.0,0.0,0.0,-0.0
623,31.15,13.78956764141,0.0,-0.009026793493754,0.0,0.007656871033424,0.0,428.1523414424,0.0,4747.408986048,0.0,-1.162349756105,0.0,0.0,0.0,-0.0
624,31.2,13.77208319001,0.0,-0.004948904248586,0.0,0.0063598602128,0.0,428.8412507636,0.0,4747.395482431,0.0,-1.142263502912,0.0,0.0,0.0,-0.0
625,31.25,13.75458295627,0.0,-0.0008551143998257,0.0,0.005030002567034,0.0,429.5292854008,0.0,4747.382010751,0.0,-1.125941877221,0.0,0.0,0.0,-0.0
626,31.3,13.7371749891,0.0,0.003229449683837,0.0,0.003675406973173,0.0,430.2164464201,0.0,4747.36852458,0.0,-1.113467401256,0.0,0.0,0.0,-0.0
627,31.35,13.71996627974,0.0,0.007279705642028,0.0,0.002304320810664,0.0,430.90274027,0.0,4747.354977965,0.0,-1.104899157667,0.0,0.0,0.0,-0.0
628,31.4,13.703062124,0.0,0.01127076733861,0.0,0.0009250833988971,0.0,431.588178708,0.0,4747.34132572,0.0,-1.100272459191,0.0,0.0,0.0,-0.0
629,31.45,13.68656544984,0.0,0.01517810045693,0.0,-0.0004539214675442,0.0,432.2727786949,0.0,4747.327523691,0.0,-1.09959865301,0.0,0.0,0.0,-0.0
630,31.5,13.67057617344,0.0,0.01897768092206,0.0,-0.001824314031699,0.0,432.9565622562,0.0,4747.31352903,0.0,-1.102865062615,0.0,0.0,0.0,-0.0
631,31.55,13.6551905781,0.0,0.02264615267799,0.0,-0.003177767959466,0.0,433.6395563137,0.0,4747.299300437,0.0,-1.110035069947,0.0,0.0,0.0,-0.0
632,31.6,13.64050071854,0.0,0.02616098348408,0.0,-0.004506060294769,0.0,434.3217924873,0.0,4747.284798399,0.0,-1.121048339905,0.0,0.0,0.0,0.0
633,31.65,13.62659385422,0.0,0.0295006174627,0.0,-0.005801121671781,0.0,435.0033068689,0.0,4747.269985416,0.0,-1.135821188418,0.0,0.0,0.0,0.0
634,31.7,13.6135519157,0.0,0.03264462307664,0.0,-0.007055086457184,0.0,435.6841397714,0.0,4747.254826201,0.0,-1.154247094324,0.0,0.0,0.0,0.0
635,31.75,13.60145100777,0.0,0.03557383516346,0.0,-0.008260342478007,0.0,436.3643354518,0.0,4747.239287868,0.0,-1.176197354406,0.0,-0.0,0.0,0.0
636,31.8,13.59036095266,0.0,0.03827048962585,0.0,-0.009409579971608,0.0,437.0439418133,0.0,4747.223340109,0.0,-1.201521879848,0.0,-0.0,0.0,0.0
637,31.85,13.58034487658,0.0,0.04071834937919,0.0,-0.01049583937619,0.0,437.7230100865,0.0,4747.206955341,0.0,-1.230050131361,0.0,-0.0,-0.0,0.0
638,31.9,13.57145884244,0.0,0.04290282018888,0.0,-0.01151255756459,0.0,438.401594493,0.0,4747.19010884,0.0,-1.261592189074,0.0,-0.0,-0.0,0.0
639,31.95,13.56375153103,0.0,0.04481105509018,0.0,-0.01245361211277,0.0,439.0797518924,0.0,4747.172778861,0.0,-1.295939952169,0.0,-0.0,-0.0,0.0
640,32.0,13.55726397288,0.0,0.04643204617314,0.0,-0.01331336318796,0.0,439.7575414165,0.0,4747.154946731,0.0,-1.332868462018,0.0,-0.0,-0.0,0.0
641,32.05,13.55202933224,0.0,0.0477567026308,0.0,-0.0140866926418,0.0,440.4350240922,0.0,4747.136596929,0.0,-1.372137341409,0.0,-0.0,-0.0,0.0
642,32.1,13.54807274452,0.0,0.04877791411091,0.0,-0.01476903990037,0.0,441.1122624552,0.0,4747.117717142,0.0,-1.413492341283,0.0,-0.0,-0.0,0.0
643,32.15,13.54541120774,0.0,0.04949059857563,0.0,-0.01535643425748,0.0,441.789320158,0.0,4747.098298312,0.0,-1.45666698522,0.0,-0.0,-0.0,-0.0
644,32.2,13.54405352849,0.0,0.04989173405763,0.0,-0.01584552319944,0.0,442.4662615734,0.0,4747.07833465,0.0,-1.501384300836,0.0,-0.0,-0.0,-0.0
645,32.25,13.54400032205,0.0,0.04998037390046,0.0,-0.01623359641919,0.0,443.1431513972,0.0,4747.057823649,0.0,-1.547358626234,0.0,-0.0,-0.0,-0.0
646,32.3,13.54524406615,0.0,0.04975764528179,0.0,-0.01651860521465,0.0,443.8200542514,0.0,4747.036766067,0.0,-1.594297478699,0.0,-0.0,-0.0,-0.0
647,32.35,13.54776920746,0.0,0.04922673103456,0.0,-0.01669917701065,0.0,444.4970342908,0.0,4747.015165896,0.0,-1.641903472044,0.0,-0.0,-0.0,-0.0
648,32.4,13.55155231923,0.0,0.04839283499919,0.0,-0.01677462479409,0.0,445.1741548152,0.0,4746.993030319,0.0,-1.689876268305,0.0,-0.0,-0.0,-0.0
649,32.45,13.55656230849,0.0,0.04726313135285,0.0,-0.01674495130827,0.0,445.85147789,0.0,4746.970369643,0.0,-1.737914548996,0.0,-0.0,-0.0,-0.0
650,32.5,13.56276067059,0.0,0.04584669856598,0.0,-0.01661084791306,0.0,446.529063976,0.0,4746.947197224,0.0,-1.785717990756,0.0,-0.0,-0.0,-0.0
651,32.55,13.57010178873,0.0,0.04415443882586,0.0,-0.0163736880809,0.0,447.2069715718,0.0,4746.923529369,0.0,-1.83298923004,0.0,-0.0,-0.0,-0.0
652,32.6,13.57853327577,0.0,0.04219898393791,0.0,-0.01603551556466,0.0,447.8852568712,0.0,4746.899385234,0.0,-1.879435801534,0.0,-0.0,0.0,-0.0
653,32.65,13.58799635547,0.0,0.03999458886446,0.0,-0.01559902733864,0.0,448.5639734352,0.0,4746.874786693,0.0,-1.924772035157,0.0,-0.0,0.0,0.0
654,32.7,13.59842627989,0.0,0.03755701418462,0.0,-0.01506755147927,0.0,449.2431718826,0.0,4746.849758206,0.0,-1.968720896893,0.0,-0.0,0.0,0.0
655,32.75,13.6097527799,0.0,0.03490339885591,0.0,-0.01444502021337,0.0,449.922899601,0.0,4746.824326669,0.0,-2.01101575928,0.0,-0.0,0.0,0.0
656,32.8,13.62190054512,0.0,0.03205212472723,0.0,-0.01373593842045,0.0,450.6032004772,0.0,4746.79852125,0.0,-2.051402088099,0.0,-0.0,0.0,0.0
657,32.85,13.63478973003,0.0,0.02902267429387,0.0,-0.01294534792769,0.0,451.2841146515,0.0,4746.772373217,0.0,-2.089639032715,0.0,-0.0,0.0,0.0
658,32.9,13.64833648248,0.0,0.02583548319849,0.0,-0.01207878798282,0.0,451.9656782954,0.0,4746.745915749,0.0,-2.125500908567,0.0,-0.0,0.0,0.0
659,32.95,13.66245349104,0.0,0.02251178896995,0.0,-0.01114225232916,0.0,452.6479234141,0.0,4746.719183744,0.0,-2.158778561445,0.0,-0.0,0.0,0.0
660,33.0,13.6770505476,0.0,0.0190734774555,0.0,-0.01014214333801,0.0,453.3308776752,0.0,4746.692213611,0.0,-2.189280604472,0.0,-0.0,0.0,0.0
661,33.05,13.69203512144,0.0,0.01554292834519,0.0,-0.009085223676846,0.0,454.0145642639,0.0,4746.665043053,0.0,-2.21683452004,0.0,-0.0,0.0,0.0
662,33.1,13.70731294134,0.0,0.01194286111274,0.0,-0.007978566005828,0.0,454.6990017665,0.0,4746.637710852,0.0,-2.241287620346,0.0,-0.0,0.0,0.0
663,33.15,13.72278858193,0.0,0.00829618260967,0.0,-0.006829501201682,0.0,455.3842040812,0.0,4746.61025663,0.0,-2.26250786159,0.0,-0.0,0.0,0.0
664,33.2,13.73836605084,0.0,0.004625837456153,0.0,-0.005645565606351,0.0,456.0701803576,0.0,4746.582720622,0.0,-2.280384508328,0.0,-0.0,0.0,-0.0
665,33.25,13.75394937267,0.0,0.0009546622938067,0.0,-0.004434447790338,0.0,456.7569349653,0.0,4746.555143432,0.0,-2.294828645899,0.0,-0.0,0.0,-0.0
666,33.3,13.76944315989,0.0,-0.002694754635641,0.0,-0.003203935323472,0.0,457.4444674906,0.0,4746.527565791,0.0,-2.305773540217,0.0,-0.0,0.0,-0.0
667,33.35,13.78475318461,0.0,-0.00630020712989,0.0,-0.001961862098529,0.0,458.1327727622,0.0,4746.50002831,0.0,-2.313174845779,0.0,-0.0,-0.0,-0.0
668,33.4,13.79978696485,0.0,-0.009840004495198,0.0,-0.0007160564110095,0.0,458.8218409058,0.0,4746.472571237,0.0,-2.317010663829,0.0,0.0,-0.0,-0.0
669,33.45,13.81445429408,0.0,-0.01329309622055,0.0,0.000525710098801,0.0,459.5116574277,0.0,4746.445234211,0.0,-2.317281452879,0.0,0.0,-0.0,-0.0
670,33.5,13.82866776298,0.0,-0.01663918671519,0.0,0.001755771843948,0.0,460.2022033254,0.0,4746.41805602,0.0,-2.314009795215,0.0,0.0,-0.0,-0.0
671,33.55,13.84234326279,0.0,-0.01985884275886,0.0,0.002966616663126,0.0,460.8934552246,0.0,4746.391074359,0.0,-2.307240024718,0.0,0.0,-0.0,-0.0
672,33.6,13.85540046581,0.0,-0.02293359341404,0.0,0.004150930952844,0.0,461.5853855429,0.0,4746.364325605,0.0,-2.29703772213,0.0,0.0,0.0,0.0
673,33.65,13.86776328026,0.0,-0.02584602212542,0.0,0.005301642358794,0.0,462.2779626779,0.0,4746.337844584,0.0,-2.283489084478,0.0,0.0,0.0,0.0
674,33.7,13.87936027728,0.0,-0.02857985082215,0.0,0.006411959847985,0.0,462.9711512192,0.0,4746.311664355,0.0,-2.266700175906,0.0,0.0,0.0,0.0
675,33.75,13.89012508783,0.0,-0.03112001592669,0.0,0.007475411010595,0.0,463.6649121834,0.0,4746.285816009,0.0,-2.246796067645,0.0,0.0,0.0,0.0
676,33.8,13.89999676759,0.0,-0.03345273624541,0.0,0.008485876470675,0.0,464.3592032691,0.0,4746.260328469,0.0,-2.223919875234,0.0,0.0,0.0,0.0
677,33.85,13.90892012806,0.0,-0.03556557277052,0.0,0.009437621315275,0.0,465.0539791326,0.0,4746.235228311,0.0,-2.198231701415,0.0,0.0,0.0,0.0
678,33.9,13.91684603228,0.0,-0.03744748046283,0.0,0.01032532348087,0.0,465.7491916803,0.0,4746.210539599,0.0,-2.169907493335,0.0,0.0,0.0,0.0
679,33.95,13.92373165383,0.0,-0.0390888521138,0.0,0.01114409906295,0.0,466.4447903773,0.0,4746.186283731,0.0,-2.139137822829,0.0,0.0,0.0,0.0
680,34.0,13.92954069777,0.0,-0.04048155440457,0.0,0.01188952453874,0.0,467.1407225704,0.0,4746.162479313,0.0,-2.106126598618,0.0,0.0,0.0,0.0
681,34.05,13.93424358267,0.0,-0.0416189562912,0.0,0.01255765591435,0.0,467.836933822,0.0,4746.13914204,0.0,-2.071089719249,0.0,0.0,0.0,0.0
682,34.1,13.93781758266,0.0,-0.04249594985093,0.0,0.01314504482516,0.0,468.5333682552,0.0,4746.116284605,0.0,-2.03425367556,0.0,0.0,0.0,0.0
683,34.15,13.94024692923,0.0,-0.04310896372433,0.0,0.01364875163358,0.0,469.2299689048,0.0,4746.093916621,0.0,-1.99585411133,0.0,0.0,0.0,0.0
684,34.2,13.94152287188,0.0,-0.04345596928488,0.0,0.01406635557958,0.0,469.9266780755,0.0,4746.072044571,0.0,-1.956134350638,0.0,0.0,0.0,0.0
685,34.25,13.94164369791,0.0,-0.04353647966058,0.0,0.01439596204891,0.0,470.6234377017,0.0,4746.050671777,0.0,-1.9153439003,0.0,0.0,0.0,0.0
686,34.3,13.94061471085,0.0,-0.04335154172434,0.0,0.01463620703003,0.0,471.320189709,0.0,4746.029798387,0.0,-1.873736935512,0.0,0.0,0.0,0.0
687,34.35,13.93844816805,0.0,-0.04290372116013,0.0,0.01478625883548,0.0,472.0168763739,0.0,4746.009421386,0.0,-1.831570776674,0.0,0.0,0.0,0.0
688,34.4,13.9351631777,0.0,-0.04219708070259,0.0,0.01484581716551,0.0,472.7134406801,0.0,4745.989534636,0.0,-1.789104365102,0.0,0.0,0.0,0.0
689,34.45,13.9307855558,0.0,-0.04123715163955,0.0,0.01481510959274,0.0,473.4098266681,0.0,4745.970128922,0.0,-1.746596745139,0.0,0.0,0.0,0.0
690,34.5,13.92534764405,0.0,-0.04003089865949,0.0,0.01469488554605,0.0,474.1059797771,0.0,4745.951192032,0.0,-1.704305559933,0.0,0.0,0.0,0.0
691,34.55,13.91888808955,0.0,-0.03858667812202,0.0,0.01448640787067,0.0,474.8018471767,0.0,4745.932708855,0.0,-1.662485567944,0.0,0.0,0.0,0.0
692,34.6,13.91145158756,0.0,-0.03691418982776,0.0,0.01419144203931,0.0,475.4973780852,0.0,4745.91466149,0.0,-1.621387187014,0.0,0.0,0.0,0.0
693,34.65,13.9030885888,0.0,-0.03502442236653,0.0,0.01381224308676,0.0,476.1925240748,0.0,4745.897029386,0.0,-1.581255072618,0.0,0.0,0.0,0.0
694,34.7,13.89385497282,0.0,-0.03292959212978,0.0,0.01335154033839,0.0,476.8872393594,0.0,4745.879789488,0.0,-1.542326736723,0.0,0.0,0.0,-0.0
695,34.75,13.8838116894,0.0,-0.03064307608456,0.0,0.01281252000046,0.0,477.5814810643,0.0,4745.862916409,0.0,-1.504831213484,0.0,0.0,0.0,-0.0
696,34.8,13.87302436987,0.0,-0.02817933842386,0.0,0.01219880567903,0.0,478.2752094773,0.0,4745.846382606,0.0,-1.468987777785,0.0,0.0,0.0,-0.0
697,34.85,13.86156291069,0.0,-0.02555385123051,0.0,0.01151443689323,0.0,478.9683882768,0.0,4745.830158578,0.0,-1.435004722494,0.0,0.0,0.0,-0.0
698,34.9,13.8495010316,0.0,-0.02278300932078,0.0,0.01076384564899,0.0,479.6609847392,0.0,4745.814213072,0.0,-1.403078200053,0.0,0.0,0.0,-0.0
699,34.95,13.83691581094,0.0,-0.01988403946826,0.0,0.009951831140606,0.0,480.3529699209,0.0,4745.798513299,0.0,-1.373391133892,0.0,0.0,0.0,-0.0
700,35.0,13.82388720094,0.0,-0.01687490424924,0.0,0.009083532650344,0.0,481.0443188164,0.0,4745.783025157,0.0,-1.346112204906,0.0,-0.0,0.0,-0.0
701,35.05,13.81049752577,0.0,-0.0137742007967,0.0,0.008164400720359,0.0,481.7350104908,0.0,4745.767713461,0.0,-1.32139491807,0.0,-0.0,0.0,-0.0
702,35.1,13.7968309655,0.0,-0.01060105480119,0.0,0.007200166676869,0.0,482.4250281853,0.0,4745.752542181,0.0,-1.299376754017,0.0,-0.0,0.0,-0.0
703,35.15,13.78297302893,0.0,-0.007375010151082,0.0,0.006196810593781,0.0,483.1143593965,0.0,4745.737474676,0.0,-1.280178410183,0.0,-0.0,0.0,-0.0
704,35.2,13.7690100187,0.0,-0.004115914658605,0.0,0.005160527791403,0.0,483.8029959287,0.0,4745.722473936,0.0,-1.263903135854,0.0,-0.0,0.0,-0.0
705,35.25,13.75502849143,0.0,-0.0008438023554252,0.0,0.004097693974831,0.0,484.4909339178,0.0,4745.707502819,0.0,-1.250636165155,0.0,-0.0,0.0,-0.0
706,35.3,13.74111471086,0.0,0.002421227408828,0.0,0.003014829114203,0.0,485.1781738292,0.0,4745.692524286,0.0,-1.240444251736,0.0,-0.0,0.0,-0.0
707,35.35,13.72735411208,0.0,0.005659133515112,0.0,0.001918560160431,0.0,485.8647204275,0.0,4745.677501634,0.0,-1.233375308651,0.0,-0.0,0.0,-0.0
708,35.4,13.71383079422,0.0,0.008850054735293,0.0,0.0008155828557187,0.0,486.5505827209,0.0,4745.662398722,0.0,-1.229458156428,0.0,-0.0,0.0,-0.0
709,35.45,13.70062698783,0.0,0.01197443298038,0.0,-0.0002873770238559,0.0,487.2357738793,0.0,4745.647180191,0.0,-1.228702381353,0.0,-0.0,0.0,-0.0
710,35.5,13.68782254396,0.0,0.01501313806843,0.0,-0.001383603065112,0.0,487.9203111272,0.0,4745.631811677,0.0,-1.231098305734,0.0,-0.0,0.0,-0.0
711,35.55,13.67549444162,0.0,0.01794759128992,0.0,-0.002466428102675,0.0,488.604215612,0.0,4745.61626001,0.0,-1.236617071782,0.0,-0.0,0.0,-0.0
712,35.6,13.66371631542,0.0,0.02075988675872,0.0,-0.00352927434045,0.0,489.2875122484,0.0,4745.60049341,0.0,-1.245210840136,0.0,-0.0,0.0,-0.0
713,35.65,13.65255800626,0.0,0.02343290960865,0.0,-0.004565693454152,0.0,489.9702295412,0.0,4745.584481663,0.0,-1.256813103376,0.0,-0.0,-0.0,-0.0
714,35.7,13.64208513816,0.0,0.02595045007358,0.0,-0.005569406412947,0.0,490.6523993868,0.0,4745.568196293,0.0,-1.27133911407,0.0,-0.0,-0.0,-0.0
715,35.75,13.63235872391,0.0,0.02829731246514,0.0,-0.006534342749778,0.0,491.3340568551,0.0,4745.551610714,0.0,-1.288686426186,0.0,-0.0,-0.0,-0.0
716,35.8,13.62343480229,0.0,0.03045941805495,0.0,-0.007454679000668,0.0,492.0152399534,0.0,4745.534700373,0.0,-1.30873554788,0.0,-0.0,-0.0,0.0
717,35.85,13.61536410927,0.0,0.03242390088093,0.0,-0.008324876024638,0.0,492.6959893741,0.0,4745.517442879,0.0,-1.331350702862,0.0,0.0,-0.0,0.0
718,35.9,13.60819178517,0.0,0.03417919552909,0.0,-0.00913971490927,0.0,493.3763482272,0.0,4745.499818111,0.0,-1.35638069673,0.0,0.0,-0.0,0.0
719,35.95,13.60195711982,0.0,0.03571511599289,0.0,-0.009894331163202,0.0,494.0563617607,0.0,4745.48180832,0.0,-1.38365988378,0.0,0.0,-0.0,0.0
720,36.0,13.59669333729,0.0,0.03702292478122,0.0,-0.01058424689677,0.0,494.7360770688,0.0,4745.463398212,0.0,-1.413009228951,0.0,0.0,-0.0,0.0
721,36.05,13.59242742128,0.0,0.03809539153117,0.0,-0.0112054006961,0.0,495.4155427919,0.0,4745.444575013,0.0,-1.44423745874,0.0,0.0,-0.0,0.0
722,36.1,13.58917998226,0.0,0.03892684048312,0.0,-0.01175417490454,0.0,496.0948088085,0.0,4745.425328522,0.0,-1.477142294033,0.0,0.0,-0.0,0.0
723,36.15,13.58696516693,0.0,0.0395131862898,0.0,-0.01222742003874,0.0,496.7739259225,0.0,4745.405651151,0.0,-1.51151175707,0.0,0.0,-0.0,0.0
724,36.2,13.58579061028,0.0,0.03985195775774,0.0,-0.01262247608481,0.0,497.4529455459,0.0,4745.385537946,0.0,-1.547125543931,0.0,0.0,-0.0,0.0
725,36.25,13.5856574301,0.0,0.03994230925454,0.0,-0.01293719044325,0.0,498.1319193815,0.0,4745.364986592,0.0,-1.583756453285,0.0,0.0,-0.0,0.0
726,36.3,13.58656026378,0.0,0.03978501965729,0.0,-0.01316993231865,0.0,498.8108991051,0.0,4745.343997413,0.0,-1.621171861507,0.0,0.0,-0.0,0.0
727,36.35,13.58848734648,0.0,0.03938247886282,0.0,-0.01331960338256,0.0,499.4899360498,0.0,4745.322573341,0.0,-1.659135233705,0.0,0.0,-0.0,0.0
728,36.4,13.59142062986,0.0,0.03873866202586,0.0,-0.01338564457332,0.0,500.1690808957,0.0,4745.300719889,0.0,-1.697407659801,0.0,0.0,-0.0,0.0
729,36.45,13.59533594,0.0,0.03785909183417,0.0,-0.01336803893625,0.0,500.8483833644,0.0,4745.278445098,0.0,-1.735749404424,0.0,0.0,-0.0,0.0
730,36.5,13.6002031731,0.0,0.03675078926647,0.0,-0.01326731044877,0.0,501.5278919223,0.0,4745.255759476,0.0,-1.773921459212,0.0,0.0,-0.0,0.0
731,36.55,13.605986527,0.0,0.03542221340758,0.0,-0.01308451881897,0.0,502.2076534925,0.0,4745.232675922,0.0,-1.811687085968,0.0,0.0,-0.0,0.0
732,36.6,13.61264476678,0.0,0.03388319101179,0.0,-0.01282125029042,0.0,502.887713179,0.0,4745.209209638,0.0,-1.848813339184,0.0,0.0,-0.0,0.0
733,36.65,13.62013152206,0.0,0.03214483660948,0.0,-0.01247960453051,0.0,503.5681140025,0.0,4745.185378031,0.0,-1.885072556592,0.0,0.0,-0.0,0.0
734,36.7,13.62839561368,0.0,0.03021946403978,0.0,-0.01206217772362,0.0,504.2488966514,0.0,4745.1612006,0.0,-1.920243806681,0.0,0.0,-0.0,0.0
735,36.75,13.6373814074,0.0,0.02812049036433,0.0,-0.01157204203201,0.0,504.9300992473,0.0,4745.136698815,0.0,-1.954114282536,0.0,0.0,-0.0,0.0
736,36.8,13.64702919182,0.0,0.02586233317098,0.0,-0.01101272162728,0.0,505.6117571286,0.0,4745.111895986,0.0,-1.986480631869,0.0,0.0,-0.0,0.0
737,36.85,13.65727557789,0.0,0.0234603023134,0.0,-0.01038816553087,0.0,506.2939026509,0.0,4745.086817115,0.0,-2.017150213758,0.0,0.0,-0.0,0.0
738,36.9,13.66805391721,0.0,0.02093048715161,0.0,-0.009702717534824,0.0,506.9765650072,0.0,4745.061488751,0.0,-2.045942273328,0.0,0.0,-0.0,-0.0
739,36.95,13.67929473628,0.0,0.01828964036107,0.0,-0.008961083501148,0.0,507.6597700682,0.0,4745.035938829,0.0,-2.072689026436,0.0,0.0,-0.0,-0.0
740,37.0,13.69092618379,0.0,0.01555505936468,0.0,-0.008168296361042,0.0,508.3435402428,0.0,4745.010196496,0.0,-2.097236647298,0.0,0.0,-0.0,-0.0
741,37.05,13.70287448804,0.0,0.01274446641487,0.0,-0.007329679152699,0.0,509.0278943608,0.0,4744.984291945,0.0,-2.11944615296,0.0,0.0,-0.0,-0.0
742,37.1,13.71506442163,0.0,0.009875888313258,0.0,-0.006450806448321,0.0,509.7128475773,0.0,4744.95825623,0.0,-2.139194179487,0.0,0.0,-0.0,-0.0
743,37.15,13.72741977055,0.0,0.00696753670616,0.0,-0.005537464527837,0.0,510.3984113003,0.0,4744.932121077,0.0,-2.156373645765,0.0,-0.0,-0.0,-0.0
744,37.2,13.73986380457,0.0,0.004037689839234,0.0,-0.004595610658479,0.0,511.0845931404,0.0,4744.905918701,0.0,-2.17089430185,0.0,-0.0,-0.0,-0.0
745,37.25,13.75231974624,0.0,0.001104576606717,0.0,-0.003631331836983,0.0,511.7713968839,0.0,4744.879681606,0.0,-2.182683159801,0.0,-0.0,-0.0,-0.0
746,37.3,13.76471123178,0.0,-0.00181373610145,0.0,-0.002650803352265,0.0,512.4588224898,0.0,4744.853442391,0.0,-2.191684805974,0.0,-0.0,-0.0,-0.0
747,37.35,13.77696276683,0.0,-0.004699451192538,0.0,-0.001660247569863,0.0,513.1468661083,0.0,4744.827233556,0.0,-2.197861594837,0.0,-0.0,-0.0,-0.0
748,37.4,13.78900019964,0.0,-0.007535148891216,0.0,-0.0006658931524981,0.0,513.8355201238,0.0,4744.8010873,0.0,-2.201193725343,0.0,-0.0,-0.0,-0.0
749,37.45,13.80075115017,0.0,-0.01030388893993,0.0,0.0003260652439605,0.0,514.5247732205,0.0,4744.77503533,0.0,-2.201679201043,0.0,-0.0,-0.0,-0.0
750,37.5,13.81214543146,0.0,-0.01298930522161,0.0,0.001309506217914,0.0,515.21461047,0.0,4744.749108664,0.0,-2.19933367616,0.0,-0.0,-0.0,-0.0
751,37.55,13.82311545686,0.0,-0.01557569496822,0.0,0.002278419492378,0.0,515.9050134403,0.0,4744.723337443,0.0,-2.194190191142,0.0,-0.0,-0.0,-0.0
