,index,Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Enrollment_Month,Enrollment_Year,Enrollment_Day,Num_Users_Total,TotalVisitsWeb,TotalMntMeat,TotalMntWine,TotalMntFruit,Average_Uses,Average_Meat,Average_Wine,Average_Fruit
2062,55,1857,1952,Graduation,Single,47139.0,1,1,2014-06-03,2,46,0,12,0,2,23,2,2,1,2,7,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,6,2014,3,2063,11121,349079,641622,54655,5.390693165293262,169.2094037809016,311.014057198255,26.492971400872516
179,800,1859,1972,Master,Married,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,8,2012,27,180,1192,31605,67351,5093,6.622222222222222,175.58333333333334,374.1722222222222,28.294444444444444
369,962,1867,1957,Graduation,Single,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,11,2012,13,370,2375,73212,145613,11178,6.418918918918919,197.87027027027028,393.5486486486486,30.21081081081081
658,364,1876,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2013,16,659,4033,124019,239840,20035,6.119878603945372,188.1927162367223,363.9453717754173,30.402124430955993
1803,1874,1878,1985,2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,2,2014,18,1804,9937,316115,583481,49847,5.508314855875832,175.230044345898,323.43736141906874,27.63137472283814
1758,397,1880,1959,PhD,Together,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,1,2014,30,1759,9738,307663,568927,48330,5.536100056850483,174.90790221716884,323.43774872086414,27.475838544627628
241,2152,1890,1971,2n Cycle,Together,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,9,2012,19,242,1607,43678,87126,7148,6.640495867768595,180.48760330578511,360.02479338842977,29.537190082644628
117,308,1891,1980,Master,Divorced,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,8,2012,8,118,750,20648,42844,3591,6.3559322033898304,174.98305084745763,363.08474576271186,30.43220338983051
271,1210,1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,9,2012,28,272,1766,53274,104029,8483,6.492647058823529,195.86029411764707,382.4595588235294,31.1875
64,170,1911,1987,Graduation,Together,67430.0,0,0,2012-05-09,6,595,97,291,127,133,121,1,11,5,12,6,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,5,2012,9,65,427,10504,23539,1972,6.569230769230769,161.6,362.1384615384615,30.338461538461537
1627,1307,1915,1951,PhD,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,12,2013,12,1628,9126,284306,534334,44121,5.605651105651106,174.63513513513513,328.2149877149877,27.10135135135135
1162,2069,1916,1954,Master,Married,45736.0,0,1,2013-07-24,92,188,3,180,20,3,43,5,7,1,6,7,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,7,2013,24,1163,6745,209627,394275,32212,5.799656061908856,180.24677558039554,339.01547721410145,27.697334479793636
1176,1348,1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,7,2013,29,1177,6819,212255,399575,32647,5.793542905692439,180.3355989804588,339.4859813084112,27.7374681393373
734,1672,1921,1967,PhD,Married,59062.0,2,1,2013-03-10,74,46,1,12,3,0,9,2,2,0,3,4,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,3,2013,10,735,4417,139395,271310,22463,6.0095238095238095,189.6530612244898,369.1292517006803,30.561904761904763
1867,935,1927,1973,2n Cycle,Together,69401.0,0,1,2014-03-23,41,399,27,159,58,8,39,4,4,4,5,2,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,3,2014,23,1868,10221,324825,601637,51026,5.471627408993576,173.8891862955032,322.0754817987152,27.315845824411134
1290,1657,1928,1973,Graduation,Married,31814.0,1,0,2013-09-02,73,35,3,20,4,1,20,2,2,0,3,9,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,9,2013,2,1291,7415,229754,433277,35850,5.743609604957397,177.9659178931061,335.61347792408986,27.769171185127806
1609,599,1940,1986,Graduation,Married,25252.0,1,0,2013-12-07,26,1,3,4,2,2,6,1,1,0,2,8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,12,2013,7,1610,9034,282081,528027,43783,5.611180124223602,175.2055900621118,327.9670807453416,27.1944099378882
1339,121,1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,9,2013,18,1340,7664,236331,447995,36667,5.719402985074627,176.36641791044775,334.32462686567163,27.363432835820895
584,2076,1951,1981,Basic,Married,34445.0,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,1,2013,27,585,3632,111617,220274,17802,6.208547008547009,190.7982905982906,376.5367521367521,30.43076923076923
1864,1919,1958,1973,PhD,Together,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,3,2014,21,1865,10210,324501,600247,50994,5.474530831099195,173.9951742627346,321.84825737265413,27.342627345844505
927,1502,1964,1951,Graduation,Together,86610.0,0,0,2013-05-09,66,446,107,768,33,196,53,1,5,6,6,2,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,5,2013,9,928,5481,172285,328319,26648,5.90625,185.6519396551724,353.79202586206895,28.71551724137931
1558,2166,1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,11,2013,22,1559,8789,272380,510643,42546,5.63758819756254,174.71456061577933,327.5452212957024,27.290570878768442
635,847,1968,1971,Graduation,Widow,45684.0,1,0,2013-02-12,37,5,1,5,10,0,7,1,1,0,2,7,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,2,2013,12,636,3896,120065,233853,19415,6.1257861635220126,188.7814465408805,367.6933962264151,30.52672955974843
279,354,1970,1968,Master,Together,34053.0,0,1,2012-10-09,14,63,0,21,7,0,12,1,3,0,3,8,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,10,2012,9,280,1808,56296,108983,8735,6.457142857142857,201.05714285714285,389.225,31.196428571428573
1357,791,1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,9,2013,25,1358,7770,237955,452009,36782,5.721649484536083,175.22459499263624,332.84904270986743,27.08541973490427
74,1685,1990,1974,PhD,Single,63159.0,0,0,2012-05-11,74,965,34,586,89,86,37,1,3,5,8,3,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,5,2012,11,75,473,13030,27611,2289,6.306666666666667,173.73333333333332,368.14666666666665,30.52
1712,7,1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,1,2014,18,1713,9523,301514,557537,46877,5.559252772913018,176.01517805020433,325.47402218330416,27.365440747227087
1683,59,1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1,2014,1,1684,9394,294662,549668,45941,5.578384798099762,174.97743467933492,326.4061757719715,27.28087885985748
471,1433,1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,12,2012,23,472,2963,96678,189411,14365,6.2775423728813555,204.82627118644066,401.2944915254237,30.434322033898304
1541,262,1994,1983,Graduation,Married,29216.59,1,0,2013-11-15,11,5,5,6,0,2,1,1,1,0,2,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2013,15,1542,8712,267688,503251,41809,5.6498054474708175,173.59792477302204,326.3625162127108,27.11348897535668
2126,1849,1998,1976,Graduation,Single,37697.0,1,0,2014-07-02,82,34,6,21,11,4,8,1,2,1,3,6,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,7,2014,2,2127,11402,358196,656917,56260,5.360601786553832,168.40432534085568,308.846732487071,26.450399623883403
962,1839,2002,1958,Graduation,Divorced,71964.0,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,5,2013,20,963,5645,179088,339856,27795,5.861889927310488,185.9688473520249,352.913811007269,28.86292834890966
1335,1474,2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,9,2013,18,1336,7643,235979,446892,36597,5.720808383233533,176.63098802395209,334.5,27.392964071856287
1524,1942,2005,1990,Graduation,Married,35765.0,1,0,2013-11-12,86,22,3,30,0,5,15,2,2,0,4,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2013,12,1525,8626,264403,498512,41559,5.656393442622951,173.3790163934426,326.89311475409835,27.251803278688524
2175,2092,2008,1978,Graduation,Married,77583.0,0,0,2014-10-02,93,372,23,384,250,12,108,1,4,5,9,2,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,10,2014,2,2176,11612,365607,666361,57318,5.336397058823529,168.01792279411765,306.2320772058824,26.340992647058822
783,1059,2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,3,2013,27,784,4719,144192,281152,23412,6.019132653061225,183.91836734693877,358.61224489795916,29.862244897959183
1506,680,2036,1973,PhD,Together,57906.0,0,1,2013-11-06,29,243,11,119,10,3,15,3,4,2,8,4,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,11,2013,6,1507,8533,263122,495459,41368,5.662242866622429,174.59986728599867,328.7717319177173,27.45056403450564
2012,839,2055,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,5,2014,19,2013,10892,342075,628222,53702,5.4108296075509195,169.93293591654248,312.08246398410336,26.6775956284153
1501,1387,2061,1955,Graduation,Married,50737.0,0,1,2013-11-05,61,78,0,11,0,0,10,1,2,0,4,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2013,5,1502,8504,262448,493506,41323,5.661784287616511,174.7323568575233,328.5659121171771,27.511984021304926
193,1300,2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,8,2012,30,194,1295,33315,71752,5492,6.675257731958763,171.72680412371133,369.8556701030928,28.309278350515463
139,802,2072,1969,PhD,Together,53374.0,0,1,2012-08-16,34,896,10,101,13,10,34,6,4,2,9,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,8,2012,16,140,919,24199,52110,4144,6.564285714285714,172.85,372.2142857142857,29.6
1533,1278,2075,1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2013,14,1534,8669,266711,501708,41707,5.651238591916558,173.86636245110822,327.0586701434159,27.1883963494133
1669,10,2079,1947,2n Cycle,Married,81044.0,0,0,2013-12-27,0,450,26,535,73,98,26,1,5,6,10,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,12,2013,27,1670,9330,291149,545529,45430,5.586826347305389,174.34071856287426,326.6640718562874,27.20359281437126
836,2208,2088,1972,Graduation,Together,84906.0,0,0,2013-04-10,98,997,15,414,99,30,76,1,5,6,12,2,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,4,2013,10,837,4981,155496,301503,24760,5.951015531660693,185.77777777777777,360.21863799283153,29.58183990442055
1188,875,2098,1969,PhD,Married,33581.0,2,0,2013-08-01,38,11,0,5,0,0,1,1,1,0,2,8,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,8,2013,1,1189,6906,213192,401431,32954,5.808242220353238,179.3036164844407,337.62068965517244,27.715727502102606
1849,2229,2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,3,2014,17,1850,10149,322741,594641,50816,5.485945945945946,174.4545945945946,321.42756756756756,27.468108108108108
884,1368,2109,1990,Graduation,Single,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,4,2013,23,885,5261,164008,315428,25789,5.944632768361582,185.31977401129944,356.41581920903957,29.140112994350282
404,536,2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,11,2012,24,405,2599,79252,161613,11778,6.417283950617284,195.68395061728395,399.0444444444444,29.081481481481482
2090,1528,2115,1957,Graduation,Together,50116.0,1,1,2014-06-20,68,54,0,10,0,0,2,2,1,0,4,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,6,2014,20,2091,11256,351933,647453,55190,5.383070301291248,168.30846484935438,309.63797226207555,26.394069823051172
1402,1540,2118,1964,2n Cycle,Married,62905.0,0,1,2013-10-09,68,166,75,96,119,107,59,3,7,2,8,4,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,10,2013,9,1403,7985,246560,466217,38683,5.691375623663578,175.7377049180328,332.30007127583747,27.571632216678545
1538,1853,2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,11,2013,15,1539,8696,267212,501937,41786,5.650422352176738,173.62703053931125,326.1448992852502,27.151397011046132
1869,113,2130,1982,Graduation,Together,45203.0,2,0,2014-03-23,4,35,3,67,10,8,24,1,3,1,3,6,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2014,23,1870,10234,324902,601687,51031,5.472727272727273,173.74438502673797,321.7577540106952,27.289304812834224
488,859,2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,12,2012,30,489,3079,97370,191740,14550,6.296523517382413,199.120654396728,392.1063394683027,29.754601226993866
147,2136,2134,1952,Graduation,Single,53700.0,0,1,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,8,2012,17,148,969,25143,53833,4257,6.547297297297297,169.88513513513513,363.7364864864865,28.763513513513512
626,442,2139,1975,Master,Married,7500.0,1,0,2013-02-10,19,3,1,10,3,2,12,3,2,0,3,5,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,2,2013,10,627,3863,118341,232050,18783,6.161084529505582,188.74162679425837,370.0956937799043,29.95693779904306
1229,2055,2147,1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,8,2013,16,1230,7110,220451,415239,34621,5.780487804878049,179.22845528455284,337.59268292682924,28.147154471544717
1503,1882,2150,1958,PhD,Widow,80995.0,0,1,2013-11-05,83,860,28,409,73,56,56,1,8,9,4,4,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,11,2013,5,1504,8516,262912,494650,41351,5.662234042553192,174.80851063829786,328.88962765957444,27.49401595744681
477,777,2154,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,12,2012,25,478,3000,96867,190046,14377,6.2761506276150625,202.65062761506277,397.5857740585774,30.077405857740587
35,880,2156,1955,PhD,Married,22554.0,1,1,2012-03-11,38,27,0,10,0,0,4,4,2,0,4,5,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,3,2012,11,36,231,5204,15898,1289,6.416666666666667,144.55555555555554,441.6111111111111,35.80555555555556
1588,1113,2157,1972,Graduation,Together,26290.0,1,1,2013-12-01,49,15,8,16,11,5,22,4,2,0,4,6,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,12,2013,1,1589,8931,278605,520457,43352,5.620516047828823,175.3335431088735,327.5374449339207,27.282567652611707
1337,443,2162,1976,Graduation,Married,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,9,2013,18,1338,7653,236098,447216,36631,5.719730941704036,176.4559043348281,334.2421524663677,27.37742899850523
1607,1254,2166,1960,2n Cycle,Widow,46779.0,1,1,2013-12-07,55,12,1,3,0,0,7,1,0,1,2,4,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,12,2013,7,1608,9019,282057,528011,43774,5.608830845771144,175.40858208955223,328.36504975124376,27.2226368159204
1427,523,2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,10,2013,16,1428,8119,249860,471476,39416,5.685574229691877,174.9719887955182,330.1652661064426,27.602240896358545
2144,864,2174,1954,Graduation,Single,46344.0,1,1,2014-08-03,38,11,1,6,2,1,6,2,1,1,2,5,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,8,2014,3,2145,11480,360624,661552,56711,5.351981351981352,168.12307692307692,308.41585081585083,26.43869463869464
960,918,2176,1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,5,2013,20,961,5637,177789,338749,27724,5.86576482830385,185.0041623309053,352.49635796045783,28.849115504682622
1070,1002,2181,1970,Graduation,Married,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,6,2013,23,1071,6212,197914,368053,30293,5.800186741363212,184.79365079365078,343.65359477124184,28.284780578898225
2184,696,2186,1977,2n Cycle,Together,82326.0,0,0,2014-10-03,30,938,142,754,159,81,183,1,5,10,6,2,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,10,2014,3,2185,11653,366898,668950,57633,5.333180778032037,167.916704805492,306.15560640732264,26.3766590389016
1293,2214,2202,1978,Graduation,Together,41154.0,0,1,2013-09-04,98,44,2,11,2,3,7,1,1,0,4,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,9,2013,4,1294,7428,230091,433702,35889,5.740340030911901,177.81375579598145,335.16383307573415,27.734930448222567
792,1034,2217,1975,2n Cycle,Married,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,3,2013,29,793,4764,146309,284365,23791,6.0075662042875155,184.50063051702395,358.59394703657,30.001261034047918
26,1193,2223,1965,2n Cycle,Divorced,64176.0,0,1,2012-03-08,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,3,2012,8,27,172,4496,14063,1107,6.37037037037037,166.5185185185185,520.8518518518518,41.0
2140,1214,2225,1977,Graduation,Divorced,82582.0,0,0,2014-07-06,54,510,120,550,156,40,241,1,4,9,7,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,7,2014,6,2141,11463,360566,661335,56704,5.354040168145726,168.41008874357777,308.8907052779075,26.484820177487155
249,2083,2227,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,9,2012,22,250,1652,45228,91762,7348,6.608,180.912,367.048,29.392
2035,1892,2230,1970,PhD,Married,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,5,2014,24,2036,10989,345172,634363,54024,5.397347740667977,169.5343811394892,311.57318271119846,26.534381139489195
882,1133,2245,1969,Master,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,4,2013,22,883,5252,163051,314973,25716,5.947904869762175,184.65571913929784,356.7078142695357,29.12344280860702
523,2053,2246,1965,2n Cycle,Married,46891.0,0,1,2013-01-09,91,43,12,23,29,15,61,1,2,1,4,4,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1,2013,9,524,3277,101393,200331,15618,6.2538167938931295,193.49809160305344,382.3110687022901,29.80534351145038
661,362,2253,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2013,16,662,4052,124196,240560,20073,6.120845921450151,187.607250755287,363.3836858006042,30.321752265861026
1104,2145,2254,1983,Graduation,Married,69520.0,0,0,2013-07-07,95,627,120,414,121,80,93,1,9,6,5,5,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,7,2013,7,1105,6427,202081,378159,30849,5.816289592760181,182.87873303167422,342.2253393665158,27.91764705882353
1889,767,2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,3,2014,29,1890,10350,325195,602967,51070,5.476190476190476,172.06084656084656,319.03015873015875,27.021164021164022
62,1722,2258,1986,Graduation,Married,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,4,2012,12,63,412,10179,22915,1871,6.5396825396825395,161.57142857142858,363.73015873015873,29.6984126984127
1067,140,2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,6,2013,23,1068,6198,197130,367509,30232,5.803370786516854,184.57865168539325,344.10955056179773,28.307116104868914
1266,1675,2262,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,8,2013,26,1267,7289,226658,425646,35326,5.752959747434885,178.89344909234413,335.947908445146,27.88161010260458
610,1606,2276,1955,Graduation,Single,57959.0,0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,2,2013,5,611,3767,116708,228831,18628,6.1653027823240585,191.0114566284779,374.51882160392796,30.48772504091653
34,1954,2278,1985,2n Cycle,Single,33812.0,1,0,2012-03-11,86,4,17,19,30,24,39,2,2,1,3,6,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,3,2012,11,35,226,5194,15871,1289,6.457142857142857,148.4,453.45714285714286,36.82857142857143
1323,792,2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,9,2013,15,1324,7591,234078,443485,36427,5.733383685800605,176.79607250755288,334.9584592145015,27.51283987915408
983,20,2285,1954,Master,Together,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,5,2013,28,984,5758,184000,348615,28551,5.8516260162601625,186.9918699186992,354.2835365853659,29.015243902439025
1405,625,2286,1962,Graduation,Single,50785.0,1,1,2013-10-09,27,64,1,21,0,1,27,2,2,1,3,6,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,10,2013,9,1406,8002,247028,467502,38734,5.691322901849218,175.69559032716927,332.5049786628734,27.549075391180654
619,2121,2292,1985,Graduation,Single,22327.0,1,0,2013-02-08,94,5,4,8,2,0,5,1,1,0,3,5,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,2,2013,8,620,3818,118126,230807,18732,6.158064516129032,190.5258064516129,372.26935483870966,30.212903225806453
1767,1305,2295,1954,PhD,Married,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2014,2,1768,9772,308764,571246,48694,5.527149321266968,174.64027149321268,323.1029411764706,27.54185520361991
1637,114,2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,12,2013,16,1638,9187,286159,536989,44372,5.608669108669108,174.7002442002442,327.83211233211233,27.08913308913309
1326,1944,2304,1963,PhD,Together,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,9,2013,16,1327,7610,234208,444138,36438,5.73474001507159,176.49434815373021,334.6932931424265,27.458929917106254
383,923,2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2012,18,384,2466,75574,151481,11507,6.421875,196.80729166666666,394.4817708333333,29.966145833333332
1943,1250,2315,1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,4,2014,20,1944,10595,329792,611012,52007,5.450102880658436,169.64609053497944,314.3065843621399,26.752572016460906
1615,2209,2320,1978,2n Cycle,Married,47025.0,0,1,2013-12-09,98,508,11,59,23,5,29,5,11,1,6,9,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,12,2013,9,1616,9062,283462,530575,43943,5.607673267326732,175.40965346534654,328.32611386138615,27.192450495049506
1464,292,2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,10,2013,27,1465,8313,254669,481338,40069,5.6744027303754265,173.83549488054607,328.558361774744,27.35085324232082
659,363,2326,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2013,16,660,4039,124027,239872,20035,6.11969696969697,187.91969696969696,363.44242424242424,30.356060606060606
